"","...1","Date","Visitor","Visitor_Score","Home","Home_Score","OT","Division","Home_Prob","Visitor_Prob","Home_Elo_Before","Visitor_Elo_Before","Home_Elo_After","Visitor_Elo_After","Tie","Elo_Diff"
"424",424,2024-01-05,"Connecticut",3,"Minnesota",5,0,"Non-Conference",0.739833147258325,0.260166852741675,1874.48521460483,1707.93248575677,1902.06290099545,1680.35479936615,0,166.552728848059
"425",425,2024-01-05,"Merrimack",1,"Wisconsin",6,0,"Non-Conference",0.948388846914837,0.0516111530851625,1907.65772887488,1416.96057850407,1914.36717877595,1410.25112860299,0,490.69715037081
"426",426,2024-01-05,"Stonehill",3,"Post",0,0,"NEWHA",0.289161329179947,0.710838670820053,1040.16112018416,1211.41345367922,1007.19672865765,1244.37784520573,0,171.252333495057
"427",427,2024-01-05,"Sacred Heart",2,"Long Island",1,0,"NEWHA",0.919833712508811,0.0801662874911887,1582.90010675122,1174.01308640514,1492.75640292536,1264.156790231,0,408.887020346089
"428",428,2024-01-05,"Saint Michael's",1,"Franklin Pierce",3,0,"NEWHA",0.918428833346257,0.0815711666537431,1278.86781791723,873.264283578768,1287.51436158252,864.617739913471,0,405.603534338458
"429",429,2024-01-05,"Saint Anselm",6,"Assumption",2,0,"NEWHA",0.218169757172829,0.781830242827171,1169.39987075246,1406.12703778652,1142.78316037738,1432.7437481616,0,236.727167034055
"430",430,2024-01-05,"St. Lawrence",3,"Colgate",7,0,"ECAC",0.782810902234018,0.217189097765982,1896.78497845102,1689.05744074542,1923.28204837847,1662.56037081797,0,207.7275377056
"431",431,2024-01-05,"Clarkson",2,"Cornell",3,1,"ECAC",0.171459509554216,0.828540490445784,1669.63216696564,1958.29303094341,1750.82913502932,1877.09606287972,0,288.660863977773
"432",432,2024-01-05,"Northeastern",6,"Holy Cross",1,0,"Hockey East",0.130879477209198,0.869120522790802,1316.55495438393,1660.43833582331,1299.54062234673,1677.45266786051,0,343.883381439381
"433",433,2024-01-06,"Princeton",2,"Providence",1,0,"Non-Conference",0.164157056584559,0.835842943415441,1410.4787011121,1708.22475067188,1394.39130956682,1724.31214221716,0,297.746049559773
"434",434,2024-01-06,"Union",2,"Penn State",6,0,"Non-Conference",0.552179316241462,0.447820683758538,1531.37966963446,1509.98927527223,1586.013793053,1455.35515185369,0,21.3903943622288
"435",435,2024-01-06,"Yale",0,"Mercyhurst",2,0,"Non-Conference",0.271460906293345,0.728539093706655,1466.68593109052,1653.18415767696,1543.91107502342,1575.95901374405,0,186.49822658644
"436",436,2024-01-06,"Connecticut",1,"Minnesota",3,0,"Non-Conference",0.796182162495803,0.203817837504197,1902.06290099545,1680.35479936615,1923.66759177089,1658.75010859071,0,221.708101629294
"437",437,2024-01-06,"Minnesota-Duluth",2,"Quinnipiac",2,1,"Non-Conference",0.75581271027385,0.24418728972615,1946.90508190271,1765.6286273224,1923.88193797807,1788.65177124704,1,181.276454580317
"438",438,2024-01-06,"Vermont",1,"Rensselaer",5,0,"Non-Conference",0.464187328267687,0.535812671732313,1373.96872669772,1413.89660656935,1439.33787264906,1348.52746061801,0,39.9278798716368
"439",439,2024-01-06,"RIT",0,"Brown",3,0,"Non-Conference",0.733657489048294,0.266342510951706,1513.9021308777,1352.88098473762,1544.2651771262,1322.51793848912,0,161.021146140082
"440",440,2024-01-06,"Lindenwood",3,"Minnesota State",4,0,"Non-Conference",0.860604361022861,0.139395638977139,1578.00465004961,1276.78290784287,1591.66542266937,1263.12213522311,0,301.221742206739
"441",441,2024-01-06,"Merrimack",1,"Wisconsin",6,0,"Non-Conference",0.952041482831681,0.0479585171683192,1914.36717877595,1410.25112860299,1920.60178600783,1404.01652137111,0,504.116050172953
"442",442,2024-01-06,"Stonehill",4,"Post",0,0,"NEWHA",0.217724357087414,0.782275642912586,1007.19672865765,1244.37784520573,980.634357092983,1270.9402167704,0,237.181116548085
"443",443,2024-01-06,"Saint Michael's",0,"Franklin Pierce",4,0,"NEWHA",0.925582737186852,0.0744172628131482,1287.51436158252,864.617739913471,1296.59326764573,855.538833850267,0,422.896621669052
"444",444,2024-01-06,"Saint Anselm",4,"Assumption",2,0,"NEWHA",0.170399245971976,0.829600754028024,1142.78316037738,1432.7437481616,1124.72084030435,1450.80606823463,0,289.960587784225
"445",445,2024-01-06,"Boston College",3,"Maine",2,0,"Hockey East",0.464196961410683,0.535803038589317,1615.80823642196,1655.72938799207,1570.31693420372,1701.22069021031,0,39.9211515701024
"446",446,2024-01-06,"Clarkson",1,"Colgate",0,0,"ECAC",0.587154569888325,0.412845430111675,1923.28204837847,1877.09606287972,1865.74090052941,1934.63721072878,0,46.1859854987438
"447",447,2024-01-06,"St. Lawrence",1,"Cornell",3,0,"ECAC",0.644388461124737,0.355611538875263,1750.82913502932,1662.56037081797,1788.5239581501,1624.86554769719,0,88.2687642113563
"448",448,2024-01-08,"Boston University",4,"Maine",3,0,"Hockey East",0.637189688074058,0.362810311925942,1570.31693420372,1487.48128757748,1507.87234477246,1549.92587700873,0,82.8356466262412
"449",449,2024-01-09,"Sacred Heart",0,"Assumption",1,0,"NEWHA",0.328205862758013,0.671794137241987,1124.72084030435,1264.156790231,1190.55666575406,1198.32096478128,0,139.435949926651
"450",450,2024-01-09,"Brown",1,"Connecticut",2,0,"Non-Conference",0.678170140608598,0.321829859391402,1658.75010859071,1544.2651771262,1690.28943481107,1512.72585090584,0,114.484931464513
"451",451,2024-01-09,"Syracuse",0,"Colgate",12,0,"Non-Conference",0.976682781873466,0.0233172181265342,1865.74090052941,1231.91018209363,1870.07790310095,1227.5731795221,0,633.830718435778
"452",452,2024-01-12,"Holy Cross",0,"Boston College",5,0,"Hockey East",0.916720734752341,0.0832792652476588,1701.22069021031,1299.54062234673,1712.04699469251,1288.71431786454,0,401.680067863579
"453",453,2024-01-12,"New Hampshire",4,"Boston University",1,0,"Hockey East",0.812644465562228,0.187355534437772,1549.92587700873,1310.0322548456,1457.28440793464,1402.67372391969,0,239.893622163136
"454",454,2024-01-12,"Connecticut",2,"Merrimack",1,0,"Hockey East",0.173421131255029,0.826578868744971,1404.01652137111,1690.28943481107,1387.02125050812,1707.28470567406,0,286.272913439952
"455",455,2024-01-12,"Providence",6,"Vermont",0,0,"Hockey East",0.455699819159696,0.544300180840304,1348.52746061801,1394.39130956682,1285.64088557397,1457.27788461085,0,45.8638489488039
"456",456,2024-01-12,"Northeastern",0,"Maine",1,1,"Hockey East",0.291143699465258,0.708856300534742,1507.87234477246,1677.45266786051,1577.34026222486,1607.9847504081,0,169.580323088048
"457",457,2024-01-12,"St. Thomas",1,"Wisconsin",5,0,"WCHA",0.977417860906574,0.0225821390934257,1920.60178600783,1281.07570889421,1923.35680697723,1278.32068792481,0,639.526077113619
"458",458,2024-01-12,"Bemidji State",0,"Minnesota-Duluth",2,0,"WCHA",0.943230705528319,0.0567692944716811,1788.65177124704,1315.44999792587,1794.66931646104,1309.43245271187,0,473.20177332117
"459",459,2024-01-12,"Ohio State",7,"Minnesota",0,0,"WCHA",0.322563532718077,0.677436467281923,1923.66759177089,2067.56891365902,1876.57331599405,2114.66318943586,0,143.901321888132
"460",460,2024-01-12,"Minnesota State",2,"St. Cloud State",1,0,"WCHA",0.815181854898162,0.184818145101838,1834.46938145322,1591.66542266937,1754.5815596732,1671.55324444939,0,242.803958783851
"461",461,2024-01-12,"Assumption",3,"Stonehill",4,0,"NEWHA",0.633920227878667,0.366079772121333,1270.9402167704,1190.55666575406,1306.81603443829,1154.68084808617,0,80.3835510163335
"462",462,2024-01-12,"Post",4,"Saint Michael's",2,0,"NEWHA",0.346658282894866,0.653341717105133,855.538833850267,980.634357092983,818.793055863412,1017.38013507984,0,125.095523242715
"463",463,2024-01-12,"Saint Anselm",2,"Sacred Heart",6,0,"NEWHA",0.203092973237388,0.796907026762612,1198.32096478128,1450.80606823463,1295.54362204632,1353.58341096959,0,252.485103453348
"464",464,2024-01-12,"Princeton",1,"Dartmouth",1,1,"ECAC",0.0747996818373761,0.925200318162624,1272.37773307242,1724.31214221716,1310.64576170706,1686.04411358253,1,451.934409144739
"465",465,2024-01-12,"Union",0,"St. Lawrence",4,0,"ECAC",0.743096849407161,0.256903150592839,1624.86554769719,1455.35515185369,1656.20773206952,1424.01296748137,0,169.510395843498
"466",466,2024-01-12,"Quinnipiac",8,"Harvard",0,0,"ECAC",0.0436591339937552,0.956340866006245,1372.66689904642,1923.88193797807,1365.94339241138,1930.60544461311,0,551.215038931651
"467",467,2024-01-12,"Colgate",6,"Cornell",3,0,"ECAC",0.405375743944575,0.594624256055425,1788.5239581501,1870.07790310095,1742.31112334042,1916.29073791063,0,81.5539449508451
"468",468,2024-01-12,"Rensselaer",1,"Clarkson",3,0,"ECAC",0.949670281380932,0.0503297186190678,1934.63721072878,1439.33787264906,1939.9721609024,1434.00292247544,0,495.299338079721
"469",469,2024-01-12,"Penn State",4,"RIT",0,0,"CHA",0.193027468704107,0.806972531295893,1322.51793848912,1586.013793053,1298.96858730722,1609.56314423491,0,263.49585456388
"470",470,2024-01-12,"Syracuse",1,"Mercyhurst",2,0,"CHA",0.870719368104641,0.129280631895359,1543.91107502342,1227.5731795221,1556.58057694917,1214.90367759635,0,316.337895501324
"471",471,2024-01-12,"Lindenwood",2,"Robert Morris",4,0,"CHA",0.446741080985381,0.553258919014619,1210.9731219755,1263.12213522311,1269.61856739105,1204.47668980756,0,52.1490132476122
"472",472,2024-01-13,"Syracuse",2,"Mercyhurst",6,0,"CHA",0.886270287495799,0.113729712504201,1556.58057694917,1214.90367759635,1570.45560187468,1201.02865267084,0,341.676899352814
"473",473,2024-01-13,"Penn State",2,"RIT",3,1,"CHA",0.154259144469624,0.845740855530376,1298.96858730722,1609.56314423491,1381.8511911492,1526.68054039293,0,310.594556927683
"474",474,2024-01-13,"Lindenwood",5,"Robert Morris",3,0,"CHA",0.613330526621578,0.386669473378422,1269.61856739105,1204.47668980756,1204.60553156916,1269.48972562945,0,65.141877583487
"475",475,2024-01-13,"Ohio State",6,"Minnesota",1,0,"WCHA",0.216834688155226,0.783165311844774,1876.57331599405,2114.66318943586,1848.38480653387,2142.85169889604,0,238.089873441811
"476",476,2024-01-13,"St. Thomas",0,"Wisconsin",7,0,"WCHA",0.978107453996627,0.0218925460033725,1923.35680697723,1278.32068792481,1926.55311869372,1275.12437620832,0,645.036119052415
"477",477,2024-01-13,"Minnesota State",2,"St. Cloud State",4,0,"WCHA",0.637446047254635,0.362553952745365,1754.5815596732,1671.55324444939,1793.01227866421,1633.12252545838,0,83.0283152238112
"478",478,2024-01-13,"Bemidji State",0,"Minnesota-Duluth",7,0,"WCHA",0.946828470977619,0.0531715290223806,1794.66931646104,1309.43245271187,1802.43235969831,1301.66940947461,0,485.236863749167
"479",479,2024-01-13,"Saint Anselm",1,"Sacred Heart",0,1,"NEWHA",0.438375669172992,0.561624330827008,1295.54362204632,1353.58341096959,1252.58280646737,1396.54422654855,0,58.0397889232704
"480",480,2024-01-13,"Post",2,"Saint Michael's",1,0,"NEWHA",0.25791912245859,0.74208087754141,818.793055863412,1017.38013507984,793.51698186247,1042.65620908078,0,198.587079216427
"481",481,2024-01-13,"Stonehill",2,"Assumption",5,0,"NEWHA",0.312294596979202,0.687705403020798,1154.68084808617,1306.81603443829,1233.07926403054,1228.41761849392,0,152.135186352115
"482",482,2024-01-13,"Franklin Pierce",4,"Long Island",3,0,"NEWHA",0.771279963725368,0.228720036274632,1492.75640292536,1296.59326764573,1417.17096648028,1372.17870409081,0,196.163135279634
"483",483,2024-01-13,"Union",0,"Clarkson",4,0,"ECAC",0.955060039075717,0.0449399609242825,1939.9721609024,1424.01296748137,1945.45483613516,1418.5302922486,0,515.959193421035
"484",484,2024-01-13,"Quinnipiac",5,"Dartmouth",3,0,"ECAC",0.0298163677439506,0.970183632256049,1310.64576170706,1930.60544461311,1307.4852267262,1933.76597959396,0,619.959682906046
"485",485,2024-01-13,"Cornell",0,"Colgate",3,0,"ECAC",0.74797742090326,0.25202257909674,1916.29073791063,1742.31112334042,1945.02131192766,1713.58054932339,0,173.979614570208
"486",486,2024-01-13,"Rensselaer",0,"St. Lawrence",3,0,"ECAC",0.79664576259932,0.203354237400679,1656.20773206952,1434.00292247544,1679.39011513319,1410.82053941176,0,222.204809594078
"487",487,2024-01-13,"Princeton",4,"Harvard",1,0,"ECAC",0.147254227615894,0.852745772384106,1365.94339241138,1686.04411358253,1349.15641046317,1702.83109553074,0,320.100721171149
"488",488,2024-01-13,"Boston University",2,"Connecticut",5,0,"Hockey East",0.82134172323777,0.17865827676223,1707.28470567406,1457.28440793464,1727.65174922495,1436.91736438375,0,250.000297739418
"489",489,2024-01-13,"Boston College",2,"New Hampshire",2,1,"Hockey East",0.155178569818985,0.844821430181015,1402.67372391969,1712.04699469251,1433.70765263598,1681.01306597622,1,309.373270772818
"490",490,2024-01-13,"Northeastern",1,"Maine",1,1,"Hockey East",0.477500975700923,0.522499024299077,1577.34026222486,1607.9847504081,1579.36517441178,1605.95983822119,1,30.6444881832388
"491",491,2024-01-13,"Providence",4,"Vermont",3,1,"Hockey East",0.288706396270929,0.711293603729071,1285.64088557397,1457.27788461085,1257.34765873942,1485.5711114454,0,171.63699903688
"492",492,2024-01-13,"Merrimack",2,"Holy Cross",0,0,"Hockey East",0.382357623548655,0.617642376451345,1288.71431786454,1387.02125050812,1248.18440976838,1427.55115860428,0,98.3069326435814
"493",493,2024-01-14,"Franklin Pierce",1,"Long Island",2,1,"NEWHA",0.585487868911701,0.414512131088299,1417.17096648028,1372.17870409081,1457.79315532693,1331.55651524416,0,44.9922623894618
"494",494,2024-01-16,"Boston College",3,"Boston University",3,1,"Non-Conference",0.211021196716415,0.788978803283585,1436.91736438375,1681.01306597622,1462.92545667927,1655.0049736807,1,244.095701592473
"495",495,2024-01-16,"St. Lawrence",6,"Syracuse",3,0,"Non-Conference",0.0649293100448995,0.935070689955101,1201.02865267084,1679.39011513319,1193.62671132572,1686.79205647831,0,478.361462462353
"496",496,2024-01-16,"Northeastern",1,"Harvard",0,0,"Non-Conference",0.199099436118347,0.800900563881653,1349.15641046317,1605.95983822119,1329.64466572357,1625.47158296078,0,256.80342775802
"497",497,2024-01-18,"Sacred Heart",1,"Franklin Pierce",0,1,"NEWHA",0.63203481510868,0.36796518489132,1331.55651524416,1252.58280646737,1269.61710336351,1314.52221834802,0,78.9737087767901
"498",498,2024-01-19,"Maine",1,"Connecticut",3,0,"Hockey East",0.71909018022828,0.280909819771719,1727.65174922495,1579.36517441178,1757.42819012075,1549.58873351598,0,148.286574813171
"499",499,2024-01-19,"Providence",3,"Holy Cross",1,0,"Hockey East",0.217522859842041,0.782477140157959,1248.18440976838,1485.5711114454,1225.12698662513,1508.62853458866,0,237.386701677023
"500",500,2024-01-19,"Vermont",1,"Boston University",6,0,"Hockey East",0.780699584950245,0.219300415049755,1462.92545667927,1257.34765873942,1491.43451063574,1228.83860478295,0,205.577797939846
"501",501,2024-01-19,"Merrimack",4,"Boston College",6,0,"Hockey East",0.80149689422084,0.19850310577916,1655.0049736807,1427.55115860428,1676.04630289329,1406.50982939169,0,227.453815076417
"502",502,2024-01-19,"New Hampshire",1,"Northeastern",2,0,"Hockey East",0.766781993040193,0.233218006959807,1625.47158296078,1433.70765263598,1648.32694764284,1410.85228795392,0,191.763930324801
"503",503,2024-01-19,"Saint Anselm",4,"Post",1,0,"NEWHA",0.124466561942491,0.875533438057509,1042.65620908078,1396.54422654855,1028.46702101934,1410.73341460999,0,353.888017467766
"504",504,2024-01-19,"Long Island",2,"Assumption",1,0,"NEWHA",0.230195046158679,0.769804953841321,1233.07926403054,1457.79315532693,1210.52014950699,1480.35226985048,0,224.713891296385
"505",505,2024-01-19,"Stonehill",4,"Saint Michael's",1,0,"NEWHA",0.081874811083511,0.918125188916489,793.51698186247,1228.41761849392,784.18325339895,1237.75134695744,0,434.900636631446
"506",506,2024-01-19,"St. Thomas",1,"St. Cloud State",3,0,"WCHA",0.955534163868948,0.0444658361310519,1793.01227866421,1275.12437620832,1797.7256572941,1270.41099757843,0,517.887902455893
"507",507,2024-01-19,"Minnesota",2,"Bemidji State",0,0,"WCHA",0.0447534957653305,0.95524650423467,1301.66940947461,1848.38480653387,1296.92553892348,1853.128677085,0,546.715397059266
"508",508,2024-01-19,"Minnesota-Duluth",0,"Ohio State",3,0,"WCHA",0.885538577831084,0.114461422168916,2142.85169889604,1802.43235969831,2155.9003010233,1789.38375757105,0,340.419339197734
"509",509,2024-01-19,"Wisconsin",3,"Minnesota State",2,0,"WCHA",0.167594081072556,0.832405918927444,1633.12252545838,1926.55311869372,1616.69830551327,1942.97733863883,0,293.430593235335
"510",510,2024-01-19,"Mercyhurst",6,"Robert Morris",1,0,"CHA",0.117154632668414,0.882845367331586,1204.60553156916,1570.45560187468,1189.37542932227,1585.68570412157,0,365.850070305516
"511",511,2024-01-19,"RIT",2,"Lindenwood",4,0,"CHA",0.363441575451885,0.636558424548115,1269.48972562945,1381.8511911492,1336.96491863155,1314.3759981471,0,112.361465519748
"512",512,2024-01-19,"Syracuse",3,"Penn State",1,0,"CHA",0.88117023312092,0.11882976687908,1526.68054039293,1193.62671132572,1433.27649568211,1287.03075603654,0,333.053829067206
"513",513,2024-01-19,"Clarkson",4,"Yale",1,0,"ECAC",0.115001376639083,0.884998623360917,1575.95901374405,1945.45483613516,1562.8488568072,1958.56499307202,0,369.495822391111
"514",514,2024-01-19,"Dartmouth",4,"Union",2,0,"ECAC",0.673833205870472,0.326166794129528,1418.5302922486,1307.4852267262,1347.10397242633,1378.91154654847,0,111.045065522403
"515",515,2024-01-19,"Cornell",5,"Princeton",3,0,"ECAC",0.506116722544274,0.493883277455726,1702.83109553074,1713.58054932339,1649.18272294105,1767.22892191309,0,10.7494537926543
"516",516,2024-01-19,"St. Lawrence",4,"Brown",0,0,"ECAC",0.28584329246789,0.71415670753211,1512.72585090584,1686.79205647831,1477.85296922476,1721.6649381594,0,174.066205572475
"517",517,2024-01-19,"Harvard",2,"Rensselaer",1,0,"ECAC",0.634978024514484,0.365021975485516,1410.82053941176,1329.64466572357,1348.59269300934,1391.87251212599,0,81.1758736881934
"518",518,2024-01-19,"Colgate",5,"Quinnipiac",0,0,"ECAC",0.505388801303625,0.494611198696375,1933.76597959396,1945.02131192766,1868.06543542449,2010.72185609713,0,11.2553323336933
"519",519,2024-01-20,"Holy Cross",2,"Providence",5,0,"Hockey East",0.847911417152127,0.152088582847873,1508.62853458866,1225.12698662513,1525.96663303332,1207.78888818047,0,283.501547963536
"520",520,2024-01-20,"Vermont",2,"Boston University",4,0,"Hockey East",0.831734541497255,0.168265458502745,1491.43451063574,1228.83860478295,1509.27064923703,1211.00246618166,0,262.595905852782
"521",521,2024-01-20,"Maine",3,"Merrimack",3,1,"Hockey East",0.323598904147941,0.676401095852059,1406.50982939169,1549.58873351598,1422.38592801837,1533.71263488929,1,143.078904124292
"522",522,2024-01-20,"Minnesota-Duluth",0,"Ohio State",1,0,"WCHA",0.899906467962074,0.100093532037926,2155.9003010233,1789.38375757105,2165.70946716302,1779.57459143133,0,366.516543452247
"523",523,2024-01-20,"Minnesota",3,"Bemidji State",1,0,"WCHA",0.0424758324302033,0.957524167569797,1296.92553892348,1853.128677085,1292.42310068588,1857.6311153226,0,556.203138161516
"524",524,2024-01-20,"Wisconsin",7,"Minnesota State",2,0,"WCHA",0.142844079963459,0.857155920036542,1616.69830551327,1942.97733863883,1598.12857511802,1961.54706903408,0,326.279033125556
"525",525,2024-01-20,"St. Cloud State",1,"St. Thomas",5,0,"WCHA",0.0497781076643167,0.950221892335683,1270.41099757843,1797.7256572941,1386.33806844338,1681.79858642915,0,527.314659715676
"526",526,2024-01-20,"Mercyhurst",1,"Robert Morris",2,0,"CHA",0.100200535674093,0.899799464325907,1189.37542932227,1585.68570412157,1277.55577682621,1497.50535661764,0,396.310274799304
"527",527,2024-01-20,"Syracuse",0,"Penn State",5,0,"CHA",0.716710995537568,0.283289004462432,1433.27649568211,1287.03075603654,1470.10406626223,1250.20318545642,0,146.245739645571
"528",528,2024-01-20,"RIT",2,"Lindenwood",3,1,"CHA",0.553884728754339,0.446115271245661,1336.96491863155,1314.3759981471,1380.68421521363,1270.65670156502,0,22.588920484453
"529",529,2024-01-20,"Saint Anselm",4,"Post",2,0,"NEWHA",0.107728593984912,0.892271406015088,1028.46702101934,1410.73341460999,1017.04779005694,1422.15264557239,0,382.266393590654
"530",530,2024-01-20,"Stonehill",5,"Saint Michael's",1,0,"NEWHA",0.0741514609006427,0.925848539099357,784.18325339895,1237.75134695744,775.136775169071,1246.79782518731,0,453.568093558487
"531",531,2024-01-20,"Long Island",2,"Assumption",1,0,"NEWHA",0.187409443135408,0.812590556864592,1210.52014950699,1480.35226985048,1192.15402407972,1498.71839527775,0,269.832120343486
"532",532,2024-01-20,"Dartmouth",1,"Rensselaer",5,0,"ECAC",0.47796867232696,0.52203132767304,1348.59269300934,1378.91154654847,1412.28051498545,1315.22372457236,0,30.3188535391296
"533",533,2024-01-20,"Cornell",4,"Quinnipiac",3,0,"ECAC",0.660788177413469,0.339211822586531,1868.06543542449,1767.22892191309,1803.30819403797,1831.98616329961,0,100.836513511407
"534",534,2024-01-20,"St. Lawrence",4,"Yale",2,0,"ECAC",0.304095230993324,0.695904769006676,1562.8488568072,1721.6649381594,1530.6147623219,1753.89903264469,0,158.816081352198
"535",535,2024-01-20,"Colgate",6,"Princeton",0,0,"ECAC",0.11974579593423,0.88025420406577,1649.18272294105,2010.72185609713,1632.65780310212,2027.24677593605,0,361.539133156083
"536",536,2024-01-20,"Clarkson",4,"Brown",2,0,"ECAC",0.0641126208973427,0.935887379102657,1477.85296922476,1958.56499307202,1471.05703140964,1965.36093088714,0,480.712023847264
"537",537,2024-01-21,"Connecticut",4,"New Hampshire",0,0,"Hockey East",0.129126484605971,0.870873515394029,1410.85228795392,1757.42819012075,1395.09885683199,1773.18162124268,0,346.575902166833
"538",538,2024-01-23,"Boston College",2,"Harvard",2,1,"Non-Conference",0.175160099847298,0.824839900152702,1391.87251212599,1676.04630289329,1421.10810313973,1646.81071187954,1,284.1737907673
"539",539,2024-01-23,"Boston University",1,"Northeastern",2,1,"Non-Conference",0.708233360257241,0.291766639742759,1648.32694764284,1509.27064923703,1676.92007833764,1480.67751854224,0,139.056298405818
"540",540,2024-01-26,"Lindenwood",1,"Penn State",10,0,"CHA",0.645905408401561,0.354094591598439,1470.10406626223,1380.68421521363,1527.46739010117,1323.32089137468,0,89.4198510486001
"541",541,2024-01-26,"RIT",1,"Mercyhurst",4,0,"CHA",0.800942075619331,0.199057924380669,1497.50535661764,1270.65670156502,1520.19795999703,1247.96409818563,0,226.848655052611
"542",542,2024-01-26,"Robert Morris",4,"Syracuse",3,1,"CHA",0.482230678562167,0.517769321437833,1250.20318545642,1277.55577682621,1202.94457895733,1324.8143833253,0,27.3525913697856
"543",543,2024-01-26,"Ohio State",4,"St. Cloud State",2,0,"WCHA",0.0630165629441047,0.936983437055895,1681.79858642915,2165.70946716302,1675.11883075708,2172.38922283509,0,483.910880733865
"544",544,2024-01-26,"Wisconsin",2,"Minnesota-Duluth",1,0,"WCHA",0.276643833517696,0.723356166482304,1779.57459143133,1961.54706903408,1752.4634957466,1988.65816471881,0,181.972477602744
"545",545,2024-01-26,"St. Thomas",2,"Bemidji State",2,1,"WCHA",0.388345761849641,0.611654238150358,1292.42310068588,1386.33806844338,1302.47198211941,1376.28918700985,1,93.914967757501
"546",546,2024-01-26,"Minnesota State",3,"Minnesota",4,0,"WCHA",0.829227692520275,0.170772307479725,1857.6311153226,1598.12857511802,1874.36680145561,1581.39288898501,0,259.502540204576
"547",547,2024-01-26,"Sacred Heart",2,"Stonehill",2,1,"NEWHA",0.424700635802142,0.575299364197858,1246.79782518731,1314.52221834802,1253.57476796512,1307.74527557021,1,67.7243931607059
"548",548,2024-01-26,"Long Island",2,"Saint Anselm",1,1,"NEWHA",0.41231561206974,0.58768438793026,1422.15264557239,1498.71839527775,1381.74571558956,1539.12532526058,0,76.5657497053576
"549",549,2024-01-26,"Assumption",5,"Saint Michael's",2,0,"NEWHA",0.0899539515339544,0.910046048466046,775.136775169071,1192.15402407972,764.8820246942,1202.40877455459,0,417.017248910652
"550",550,2024-01-26,"Franklin Pierce",3,"Post",1,0,"NEWHA",0.203014529432392,0.796985470567608,1017.04779005694,1269.61710336351,995.528249937102,1291.13664348334,0,252.569313306574
"551",551,2024-01-26,"Harvard",1,"Colgate",10,0,"ECAC",0.972762933464408,0.0272370665355919,2027.24677593605,1421.10810313973,2031.65918071482,1416.69569836096,0,606.138672796322
"552",552,2024-01-26,"Princeton",1,"Brown",1,1,"ECAC",0.300713640148942,0.699286359851058,1471.05703140964,1632.65780310212,1488.99280379623,1614.72203071553,1,161.600771692485
"553",553,2024-01-26,"Clarkson",0,"St. Lawrence",1,0,"ECAC",0.243990325970815,0.756009674029185,1753.89903264469,1965.36093088714,1827.98798069955,1891.27198283228,0,211.46189824245
"554",554,2024-01-26,"Dartmouth",0,"Cornell",14,0,"ECAC",0.9552580794024,0.0447419205976001,1831.98616329961,1315.22372457236,1841.02403126032,1306.18585661164,0,516.762438727246
"555",555,2024-01-26,"Quinnipiac",1,"Yale",2,1,"ECAC",0.184914021242023,0.815085978757977,1530.6147623219,1803.30819403797,1610.49318824019,1723.42976811969,0,272.693431716068
"556",556,2024-01-26,"Northeastern",4,"Merrimack",0,0,"Hockey East",0.201190638924886,0.798809361075114,1422.38592801837,1676.92007833764,1397.84067006954,1701.46533628647,0,254.534150319263
"557",557,2024-01-26,"Maine",2,"New Hampshire",4,0,"Hockey East",0.329250230136245,0.670749769863755,1395.09885683199,1533.71263488929,1466.19833243755,1462.61315928374,0,138.6137780573
"558",558,2024-01-26,"Boston College",1,"Providence",1,1,"Hockey East",0.352221746993592,0.647778253006408,1525.96663303332,1646.81071187954,1539.2666758039,1633.51066910897,1,120.844078846224
"559",559,2024-01-26,"Holy Cross",2,"Boston University",1,0,"Hockey East",0.839864491166485,0.160135508833515,1480.67751854224,1207.78888818047,1398.37079840792,1290.09560831478,0,272.888630361769
"560",560,2024-01-26,"Vermont",0,"Connecticut",3,0,"Hockey East",0.965193024548615,0.0348069754513852,1773.18162124268,1211.00246618166,1777.14961644414,1207.03447098021,0,562.17915506102
"561",561,2024-01-27,"Lindenwood",1,"Penn State",6,0,"CHA",0.779285704643136,0.220714295356864,1527.46739010117,1323.32089137468,1556.16024849757,1294.62803297829,0,204.146498726494
"562",562,2024-01-27,"Mercyhurst",5,"RIT",2,0,"CHA",0.185313085149992,0.814686914850008,1247.96409818563,1520.19795999703,1226.83840647853,1541.32365170413,0,272.233861811404
"563",563,2024-01-27,"Robert Morris",1,"Syracuse",2,0,"CHA",0.350875733714336,0.649124266285664,1202.94457895733,1324.8143833253,1266.55875705333,1261.20020522931,0,121.86980436797
"564",564,2024-01-27,"Ohio State",3,"St. Cloud State",2,0,"WCHA",0.0586254860257423,0.941374513974258,1675.11883075708,2172.38922283509,1669.37353312655,2178.13452046561,0,497.270392078015
"565",565,2024-01-27,"Minnesota",2,"Minnesota State",1,1,"WCHA",0.16796114497481,0.83203885502519,1581.39288898501,1874.36680145561,1564.93269677748,1890.82699366314,0,292.973912470602
"566",566,2024-01-27,"St. Thomas",2,"Bemidji State",4,0,"WCHA",0.416154684538082,0.583845315461918,1302.47198211941,1376.28918700985,1364.35958555838,1314.40158357089,0,73.8172048904366
"567",567,2024-01-27,"Wisconsin",5,"Minnesota-Duluth",4,0,"WCHA",0.218693063215732,0.781306936784268,1752.4634957466,1988.65816471881,1731.03157555146,2010.09008491395,0,236.194668972212
